Year, Month,  Highest, MHHW, MHW, MSL, MTL, MLW, MLLW, DTL, GT, MN, DHQ, DLQ, HWI, LWI, Lowest, Inferred 
1988,2,23.192,18.911,18.081,10.633,10.561,3.051,1.312,10.112,17.612,15.030,0.840,1.739,11.220,4.890,-4.147,0
1988,3,23.563,18.711,18.094,10.531,10.443,2.802,1.342,10.023,17.369,15.289,0.620,1.460,11.260,4.930,-3.156,0
1988,4,23.071,18.642,17.963,10.433,10.361,2.762,1.211,9.931,17.431,15.190,0.679,1.549,11.230,4.910,-3.848,0
1988,5,21.401,18.501,17.631,10.243,10.223,2.802,0.771,9.633,17.740,14.839,0.869,2.031,11.210,4.900,-2.946,0
1988,6,21.211,18.451,17.451,10.184,10.174,2.894,0.702,9.573,17.740,14.560,1.001,2.192,11.170,4.870,-3.018,0
1988,7,22.172,18.642,17.703,10.062,10.023,2.333,0.302,9.472,18.350,15.371,0.942,2.031,11.180,4.880,-4.406,0
1988,8,23.622,19.042,18.241,10.404,10.312,2.382,0.863,9.951,18.189,15.860,0.801,1.519,11.170,4.870,-3.819,0
1988,9,23.842,18.822,18.051,10.361,10.302,2.543,1.073,9.941,17.749,15.509,0.771,1.480,11.210,4.880,-4.108,0
1988,10,22.972,18.691,17.992,10.643,10.594,3.202,1.362,10.023,17.339,14.790,0.699,1.841,11.180,4.870,-4.869,0
1988,11,22.943,19.042,18.192,10.912,10.892,3.602,1.512,10.272,17.539,14.580,0.860,2.100,11.240,4.910,-2.799,0
1988,12,22.283,18.842,17.753,10.633,10.604,3.451,1.243,10.043,17.598,14.301,1.089,2.211,11.240,4.940,-3.219,0
1989,1,21.388,18.330,17.218,10.039,10.010,2.808,0.758,9.551,17.569,14.419,1.109,2.051,11.280,4.960,-3.320,0
1989,2,21.289,17.818,16.959,9.131,9.049,1.129,-0.692,8.570,18.510,15.830,0.860,1.821,11.240,4.920,-5.410,0
1989,3,22.861,18.009,17.349,9.898,9.849,2.359,0.650,9.331,17.359,14.990,0.659,1.699,11.270,4.940,-4.140,0
1989,4,22.848,18.028,17.349,9.760,9.698,2.060,0.220,9.121,17.799,15.289,0.679,1.831,11.240,4.920,-5.702,0
1989,5,22.618,18.281,17.359,9.770,9.751,2.139,0.190,9.239,18.091,15.220,0.919,1.949,11.240,4.940,-4.511,0
1989,6,21.411,18.219,17.218,9.869,9.839,2.451,0.180,9.199,18.041,14.770,1.001,2.270,11.200,4.910,-3.812,0
1989,7,20.659,18.350,17.290,9.820,9.820,2.339,0.161,9.249,18.189,14.961,1.060,2.178,11.240,4.930,-3.110,0
1989,8,22.060,18.560,17.671,9.980,9.918,2.178,0.420,9.488,18.140,15.489,0.889,1.759,11.220,4.920,-3.241,0
1989,9,23.520,18.711,17.989,10.279,10.200,2.408,0.978,9.839,17.730,15.591,0.719,1.430,11.220,4.890,-3.862,0
1989,10,24.478,18.878,18.130,10.538,10.489,2.848,1.099,9.990,17.779,15.279,0.751,1.749,11.200,4.880,-4.511,0
1989,11,22.359,18.570,17.720,10.390,10.361,2.999,0.768,9.669,17.808,14.711,0.860,2.231,11.200,4.890,-5.400,0
1989,12,22.700,18.878,17.871,10.558,10.518,3.179,0.820,9.849,18.071,14.692,1.010,2.359,11.170,4.860,-4.170,0
1990,1,21.808,19.019,17.999,10.381,10.328,2.671,0.650,9.839,18.369,15.331,1.020,2.021,11.180,4.870,-3.622,0
1990,2,22.119,18.448,17.520,9.859,9.800,2.070,0.390,9.419,18.071,15.459,0.928,1.680,11.240,4.940,-3.310,0
1990,3,23.399,18.720,17.910,10.151,10.069,2.228,0.640,9.678,18.081,15.679,0.810,1.591,11.170,4.820,-3.432,0
1990,4,22.520,17.959,17.218,9.659,9.560,1.909,0.210,9.088,17.749,15.322,0.741,1.699,11.150,4.850,-5.381,0
1990,5,22.119,17.848,17.070,9.659,9.619,2.159,0.190,9.019,17.661,14.911,0.781,1.982,11.150,4.830,-4.721,0
1990,6,21.890,18.228,17.280,9.888,9.859,2.438,0.430,9.331,17.808,14.839,0.951,2.011,11.180,4.880,-4.331,0
1990,7,21.339,18.081,17.070,9.859,9.829,2.579,0.659,9.370,17.421,14.491,1.001,1.919,11.190,4.890,-4.121,0
1990,8,21.309,18.330,17.438,10.118,10.089,2.730,1.030,9.678,17.300,14.721,0.889,1.699,11.250,4.930,-2.900,0
1990,9,21.401,18.579,17.910,10.348,10.279,2.651,1.230,9.898,17.349,15.259,0.669,1.421,11.180,4.860,-2.641,0
1990,10,23.169,18.868,18.179,10.489,10.449,2.720,1.211,10.039,17.661,15.459,0.689,1.509,11.150,4.870,-3.520,0
1990,11,22.651,18.560,17.651,10.010,9.980,2.310,0.240,9.400,18.320,15.341,0.909,2.070,11.140,4.840,-5.112,0
1990,12,23.550,18.638,17.539,9.879,9.839,2.139,-0.161,9.239,18.809,15.390,1.099,2.310,11.160,4.850,-4.882,0
1991,1,22.618,18.658,17.628,9.770,9.708,1.798,-0.240,9.209,18.901,15.820,1.030,2.041,11.190,4.870,-5.440,0
1991,2,22.549,18.799,17.920,10.338,10.279,2.638,1.089,9.951,17.720,15.279,0.889,1.549,11.260,4.930,-3.442,0
1991,3,21.788,18.409,17.680,9.741,9.669,1.660,0.361,9.390,18.051,16.020,0.732,1.299,11.250,4.930,-2.822,0
1991,4,21.831,18.379,17.608,10.039,9.961,2.320,0.669,9.518,17.710,15.289,0.771,1.650,11.200,4.880,-3.589,0
1991,5,22.041,18.179,17.260,9.839,9.810,2.359,0.308,9.239,17.881,14.902,0.919,2.051,11.160,4.840,-4.081,0
1991,6,21.598,18.091,17.090,9.688,9.659,2.218,0.108,9.098,17.979,14.869,1.001,2.110,11.170,4.870,-4.941,0
1991,7,21.998,18.350,17.369,9.790,9.728,2.100,0.269,9.308,18.081,15.269,0.981,1.831,11.180,4.890,-4.990,0
1991,8,22.579,18.868,17.930,10.230,10.138,2.349,0.830,9.849,18.041,15.581,0.928,1.519,11.180,4.870,-3.990,0
1991,9,22.779,19.029,18.189,10.499,10.410,2.628,1.211,10.118,17.808,15.561,0.840,1.411,11.190,4.870,-2.530,0
1991,10,22.608,18.560,17.848,10.240,10.190,2.530,0.948,9.760,17.612,15.322,0.709,1.581,11.190,4.880,-3.530,0
1991,11,23.478,19.400,18.438,10.768,10.728,3.018,1.230,10.318,18.179,15.420,0.961,1.791,11.180,4.850,-3.202,0
1991,12,23.491,19.518,18.428,10.820,10.820,3.209,1.158,10.338,18.369,15.210,1.099,2.060,11.180,4.900,-3.822,0
1992,1,23.478,19.600,18.661,11.165,11.117,3.573,1.617,10.609,17.982,15.089,0.938,1.955,11.230,4.910,-4.419,0
1992,2,23.248,19.114,18.346,10.682,10.602,2.858,1.342,10.228,17.772,15.489,0.768,1.516,11.190,4.880,-4.442,0
1992,3,23.320,18.494,17.910,10.289,10.205,2.500,1.250,9.872,17.244,15.410,0.584,1.250,11.290,4.960,-2.930,0
1992,4,22.638,18.340,17.680,10.026,9.957,2.234,0.823,9.582,17.516,15.446,0.659,1.411,11.220,4.910,-3.330,0
1992,5,21.358,18.140,17.283,9.639,9.600,1.916,0.072,9.106,18.068,15.367,0.856,1.844,11.260,4.930,-3.570,0
1992,6,21.358,18.317,17.369,9.803,9.769,2.169,0.161,9.239,18.156,15.200,0.948,2.008,11.190,4.890,-3.760,0
1992,7,22.149,18.681,17.795,9.859,9.797,1.798,-0.007,9.337,18.688,15.997,0.886,1.804,11.150,4.850,-4.892,0
1992,8,23.219,19.006,18.251,10.148,10.046,1.841,0.571,9.788,18.435,16.411,0.755,1.270,11.160,4.840,-4.180,0
1992,9,23.720,18.632,17.953,9.990,9.910,1.867,0.636,9.634,17.995,16.086,0.679,1.230,11.170,4.870,-4.022,0
1992,10,23.360,18.750,18.153,10.466,10.397,2.641,1.033,9.892,17.717,15.512,0.597,1.608,11.140,4.840,-3.281,0
1992,11,22.989,19.012,18.225,10.666,10.627,3.028,1.047,10.030,17.966,15.197,0.787,1.982,11.190,4.880,-2.480,0
1992,12,22.159,18.560,17.612,10.141,10.089,2.566,0.571,9.565,17.989,15.046,0.948,1.995,11.170,4.850,-3.002,0
1993,1,21.211,18.579,17.539,9.938,9.879,2.218,0.390,9.478,18.189,15.322,1.040,1.821,11.220,4.910,-5.492,0
1993,2,23.140,19.209,18.291,10.240,10.161,2.031,0.459,9.829,18.750,16.260,0.919,1.572,11.250,4.930,-4.521,0
1993,3,22.940,18.701,17.881,10.230,10.138,2.388,0.928,9.810,17.769,15.489,0.810,1.470,11.190,4.870,-4.692,0
1993,4,23.750,18.770,18.071,10.269,10.161,2.251,0.499,9.639,18.271,15.820,0.699,1.749,11.230,4.900,-4.862,0
1993,5,23.310,18.589,17.759,9.980,9.908,2.060,0.410,9.498,18.189,15.689,0.840,1.660,11.240,4.920,-3.960,0
1993,6,21.640,18.668,17.638,9.898,9.839,2.041,0.180,9.429,18.491,15.600,1.030,1.860,11.220,4.900,-3.720,0
1993,7,21.250,18.340,17.300,9.518,9.478,1.660,-0.112,9.111,18.461,15.650,1.040,1.768,11.230,4.930,-3.970,0
1993,8,22.700,18.510,17.690,9.780,9.708,1.729,0.410,9.459,18.100,15.961,0.830,1.319,11.230,4.940,-3.520,0
1993,9,22.769,18.379,17.651,9.741,9.659,1.660,0.650,9.508,17.730,15.991,0.719,1.010,11.200,4.910,-5.020,0
1993,10,24.140,18.711,18.058,10.210,10.128,2.198,0.869,9.790,17.841,15.860,0.650,1.319,11.200,4.910,-4.652,0
1993,11,23.058,18.570,17.730,10.020,9.980,2.228,0.420,9.498,18.150,15.499,0.850,1.801,11.210,4.900,-5.449,0
1993,12,22.628,19.409,18.468,10.784,10.720,2.972,0.991,10.200,18.419,15.495,0.942,1.982,11.210,4.880,-3.560,0
1994,1,21.860,19.199,18.314,10.272,10.208,2.103,0.407,9.803,18.793,16.211,0.886,1.696,11.190,4.860,-3.560,0
1994,2,23.688,18.547,17.720,9.888,9.782,1.844,0.577,9.562,17.969,15.876,0.827,1.266,11.230,4.890,-3.022,0
1994,3,23.448,18.990,18.278,10.046,9.954,1.631,0.486,9.738,18.504,16.647,0.712,1.145,11.180,4.830,-4.531,0
1994,4,23.291,18.438,17.792,9.810,9.716,1.640,0.154,9.296,18.284,16.152,0.646,1.486,11.150,4.830,-5.430,0
1994,5,22.569,18.560,17.802,9.993,9.923,2.044,0.322,9.441,18.238,15.758,0.758,1.722,11.150,4.830,-5.272,0
1994,6,21.831,18.468,17.520,9.820,9.770,2.021,0.292,9.380,18.176,15.499,0.948,1.729,11.190,4.900,-4.301,0
1994,7,21.138,18.264,17.267,9.751,9.678,2.090,0.518,9.391,17.746,15.177,0.997,1.572,11.190,4.900,-3.632,0
1994,8,20.719,17.953,17.123,9.570,9.436,1.749,0.522,9.237,17.431,15.374,0.830,1.227,11.220,4.910,-3.041,0
1994,9,22.119,18.593,18.009,10.210,10.120,2.231,1.004,9.798,17.589,15.778,0.584,1.227,11.190,4.890,-3.041,0
1994,10,23.478,18.930,18.360,10.518,10.446,2.533,1.145,10.038,17.785,15.827,0.571,1.388,11.210,4.900,-4.072,0
1994,11,24.019,18.842,18.005,10.039,9.993,1.982,0.312,9.577,18.530,16.024,0.837,1.670,11.200,4.910,-4.760,0
1994,12,24.180,19.731,18.655,10.636,10.595,2.536,0.486,10.108,19.245,16.119,1.076,2.051,11.210,4.880,-5.171,0
1995,1,24.328,19.652,18.638,10.499,10.445,2.251,0.364,10.008,19.288,16.388,1.014,1.886,11.230,4.900,-5.512,0
1995,2,22.090,18.602,17.841,9.977,9.861,1.880,0.505,9.554,18.097,15.961,0.761,1.375,11.220,4.900,-3.740,0
1995,3,22.339,18.399,17.874,9.701,9.615,1.355,0.338,9.368,18.061,16.519,0.525,1.017,11.250,4.920,-3.681,0
1995,4,22.871,18.448,17.792,9.859,9.741,1.690,0.348,9.398,18.100,16.102,0.656,1.342,11.200,4.880,-4.409,0
1995,5,22.930,18.123,17.434,9.603,9.528,1.621,-0.095,9.014,18.219,15.814,0.689,1.716,11.190,4.870,-4.951,0
1995,6,22.598,18.202,17.382,9.685,9.613,1.844,0.036,9.119,18.166,15.538,0.820,1.808,11.190,4.870,-4.980,0
1995,7,22.651,18.428,17.621,9.757,9.680,1.739,0.128,9.278,18.301,15.883,0.807,1.611,11.180,4.880,-4.619,0
1995,8,22.569,18.661,17.884,9.846,9.747,1.611,0.443,9.552,18.219,16.273,0.778,1.168,11.170,4.860,-4.062,0
1995,9,22.608,18.963,18.383,10.335,10.228,2.073,0.958,9.961,18.005,16.309,0.581,1.115,11.160,4.850,-2.192,0
1995,10,23.409,18.980,18.481,10.561,10.472,2.464,1.132,10.056,17.848,16.017,0.499,1.332,11.130,4.830,-3.530,0
1995,11,23.258,18.875,18.205,10.226,10.120,2.034,0.486,9.680,18.389,16.171,0.669,1.549,11.170,4.860,-4.311,0
1995,12,23.980,19.206,18.301,10.535,10.435,2.569,0.814,10.010,18.392,15.732,0.906,1.755,11.220,4.900,-4.062,0
1996,1,22.726,18.389,17.510,9.747,9.683,1.857,0.085,9.237,18.304,15.653,0.879,1.772,11.320,5.000,-5.538,0
1996,2,22.182,18.563,17.877,9.888,9.808,1.739,0.282,9.423,18.281,16.138,0.686,1.457,11.270,4.950,-4.583,0
1996,3,21.552,17.710,17.238,9.367,9.273,1.309,0.174,8.942,17.536,15.928,0.472,1.135,11.350,5.020,-3.786,0
1996,4,22.057,18.415,17.884,9.951,9.857,1.831,0.610,9.513,17.805,16.053,0.531,1.220,11.230,4.910,-2.828,0
1996,5,20.840,18.012,17.300,9.331,9.275,1.250,-0.420,8.796,18.432,16.050,0.712,1.670,11.230,4.950,-4.633,0
1996,6,21.263,18.284,17.457,9.534,9.485,1.512,-0.338,8.973,18.622,15.945,0.827,1.850,11.190,4.890,-5.164,0
1996,7,22.244,18.478,17.615,9.478,9.391,1.168,-0.600,8.939,19.078,16.447,0.863,1.768,11.180,4.890,-5.577,0
1996,8,22.694,18.816,18.061,9.744,9.657,1.253,-0.013,9.401,18.829,16.808,0.755,1.266,11.200,4.910,-4.816,0
1996,9,22.090,18.757,18.169,9.980,9.877,1.585,0.518,9.637,18.238,16.585,0.587,1.066,11.300,4.970,-4.390,0
1996,10,21.936,18.579,18.035,10.043,9.966,1.896,0.525,9.552,18.054,16.138,0.545,1.371,11.270,4.950,-4.117,0
1996,11,21.572,18.369,17.615,9.790,9.721,1.827,0.151,9.260,18.219,15.787,0.755,1.677,11.300,4.980,-3.445,0
1996,12,22.539,18.780,17.890,10.154,10.092,2.293,0.417,9.598,18.363,15.597,0.889,1.877,11.300,4.990,-3.517,0
1997,1,22.749,18.937,18.015,10.203,10.102,2.188,0.574,9.756,18.363,15.827,0.922,1.614,11.320,5.000,-4.797,0
1997,2,23.009,19.298,18.461,10.331,10.226,1.991,0.614,9.956,18.684,16.470,0.837,1.378,11.380,5.020,-4.642,0
1997,3,22.113,18.248,17.608,9.705,9.587,1.565,0.371,9.309,17.877,16.043,0.640,1.194,11.290,4.950,-4.951,0
1997,4,22.484,18.228,17.635,9.678,9.567,1.499,0.102,9.165,18.127,16.135,0.594,1.398,11.320,4.980,-4.770,0
1997,5,21.634,17.999,17.260,9.327,9.219,1.178,-0.404,8.798,18.402,16.083,0.738,1.581,11.310,4.990,-4.321,0
1997,6,21.155,18.566,17.638,9.675,9.600,1.562,-0.082,9.242,18.648,16.076,0.928,1.644,11.290,4.980,-3.934,0
1997,7,21.949,18.540,17.592,9.754,9.680,1.768,0.164,9.352,18.376,15.823,0.948,1.604,11.300,5.000,-4.534,0
1997,8,22.067,18.468,17.690,9.767,9.685,1.680,0.371,9.419,18.097,16.010,0.778,1.309,11.320,5.030,-5.049,0
1997,9,23.524,18.842,18.278,10.315,10.200,2.123,1.181,10.011,17.661,16.155,0.564,0.942,11.300,4.990,-3.596,0
1997,10,23.205,18.714,18.150,10.128,10.036,1.923,0.860,9.787,17.854,16.227,0.564,1.063,11.310,5.000,-4.721,0
1997,11,22.815,19.501,18.707,10.906,10.850,2.992,1.362,10.431,18.140,15.715,0.794,1.631,11.290,4.970,-4.032,0
1997,12,22.779,19.705,18.789,10.919,10.856,2.923,1.043,10.374,18.661,15.866,0.915,1.880,11.310,5.000,-3.986,0
1998,1,23.291,19.593,18.707,10.633,10.569,2.431,0.653,10.123,18.940,16.276,0.886,1.778,11.270,4.930,-3.678,0
1998,2,22.306,19.675,18.944,11.093,10.994,3.045,1.732,10.704,17.943,15.899,0.732,1.312,11.300,4.970,-4.432,0
1998,3,23.307,18.763,18.189,9.862,9.767,1.345,0.348,9.555,18.415,16.844,0.574,0.997,11.270,4.930,-4.925,0
1998,4,23.153,18.501,17.923,9.892,9.797,1.670,0.367,9.434,18.133,16.253,0.577,1.302,11.260,4.950,-4.790,0
1998,5,21.995,18.120,17.464,9.646,9.575,1.686,0.072,9.096,18.048,15.778,0.656,1.614,11.270,4.950,-5.217,0
1998,6,21.158,17.940,17.106,9.373,9.319,1.532,-0.148,8.896,18.087,15.574,0.833,1.680,11.310,5.010,-4.245,0
1998,7,20.922,18.035,17.169,9.544,9.483,1.798,0.302,9.168,17.733,15.371,0.866,1.496,11.280,4.970,-2.808,0
1998,8,21.421,17.989,17.257,9.675,9.542,1.827,0.623,9.306,17.365,15.430,0.732,1.204,11.280,4.990,-3.442,0
1998,9,22.461,18.251,17.762,9.984,9.902,2.041,0.764,9.508,17.487,15.722,0.489,1.276,11.270,4.970,-3.068,0
1998,10,22.930,18.461,17.979,10.118,10.049,2.119,0.755,9.608,17.707,15.860,0.482,1.365,11.320,5.010,-4.652,0
1998,11,23.757,19.098,18.366,10.374,10.289,2.211,0.623,9.861,18.474,16.155,0.732,1.588,11.290,4.960,-5.400,0
1998,12,23.461,19.055,18.054,10.043,9.974,1.893,-0.020,9.518,19.075,16.161,1.001,1.913,11.340,5.010,-4.603,0
1999,1,22.070,18.737,17.818,9.797,9.741,1.663,-0.282,9.227,19.019,16.155,0.919,1.946,11.340,5.040,-5.203,0
1999,2,21.821,18.606,17.946,10.112,10.003,2.060,0.499,9.552,18.107,15.886,0.659,1.562,11.350,5.020,-3.829,0
1999,3,22.572,18.563,18.084,9.954,9.843,1.601,0.413,9.488,18.150,16.483,0.479,1.188,11.350,5.020,-3.104,0
1999,4,22.530,17.949,17.359,9.400,9.286,1.214,-0.043,8.953,17.992,16.145,0.591,1.257,11.300,4.990,-4.911,0
1999,5,22.244,18.058,17.274,9.396,9.329,1.385,-0.361,8.848,18.419,15.889,0.784,1.745,11.300,4.980,-6.093,0
1999,6,22.126,17.972,17.149,9.446,9.383,1.617,-0.308,8.832,18.281,15.531,0.823,1.926,11.290,4.990,-5.282,0
1999,7,21.161,17.900,17.064,9.304,9.247,1.430,-0.413,8.743,18.314,15.633,0.837,1.844,11.290,4.990,-5.144,0
1999,8,21.178,18.343,17.631,9.692,9.598,1.565,0.177,9.260,18.166,16.066,0.712,1.388,11.280,4.950,-4.390,0
1999,9,21.175,18.665,18.091,10.092,9.992,1.893,0.640,9.652,18.025,16.198,0.574,1.253,11.270,4.940,-3.622,0
1999,10,23.291,18.484,17.999,10.105,10.020,2.041,0.607,9.546,17.877,15.958,0.486,1.434,11.220,4.900,-3.993,0
1999,11,23.327,18.990,18.337,10.528,10.456,2.575,0.909,9.949,18.081,15.761,0.653,1.667,11.260,4.940,-5.030,0
1999,12,23.104,18.622,17.792,10.125,10.026,2.260,0.318,9.470,18.304,15.531,0.830,1.942,11.320,4.990,-5.656,0
2000,1,22.057,18.241,17.349,9.692,9.628,1.906,0.066,9.154,18.176,15.443,0.892,1.841,11.370,5.030,-5.571,0
2000,2,22.818,18.586,17.851,10.007,9.908,1.965,0.354,9.470,18.232,15.886,0.735,1.611,11.310,4.960,-3.373,0
2000,3,21.650,18.314,17.815,10.180,10.079,2.343,0.994,9.654,17.320,15.472,0.499,1.348,11.390,5.040,-2.533,0
2000,4,21.430,17.936,17.441,9.596,9.516,1.591,0.243,9.090,17.694,15.850,0.495,1.348,11.340,4.990,-3.268,0
2000,5,22.005,17.995,17.287,9.432,9.372,1.457,-0.190,8.903,18.186,15.830,0.709,1.647,11.320,5.020,-4.432,0
2000,6,21.483,18.068,17.221,9.449,9.393,1.565,-0.371,8.848,18.438,15.656,0.846,1.936,11.280,4.970,-5.551,0
2000,7,22.028,18.343,17.395,9.511,9.454,1.512,-0.479,8.932,18.822,15.883,0.948,1.991,11.280,5.000,-5.489,0
2000,8,22.165,18.264,17.480,9.380,9.300,1.119,-0.466,8.899,18.730,16.362,0.784,1.585,11.300,4.990,-5.256,0
2000,9,21.686,18.186,17.605,9.619,9.514,1.424,0.246,9.216,17.940,16.181,0.581,1.178,11.330,5.010,-3.081,0
2000,10,21.952,18.704,18.097,10.220,10.135,2.172,0.666,9.685,18.038,15.925,0.607,1.506,11.310,4.970,-3.241,0
2000,11,21.959,18.599,17.825,10.184,10.120,2.415,0.604,9.601,17.995,15.410,0.774,1.811,11.300,4.990,-4.091,0
2000,12,22.178,18.750,17.789,10.285,10.218,2.648,0.600,9.675,18.150,15.141,0.961,2.047,11.270,4.960,-4.970,0
2001,1,23.068,19.426,18.435,10.820,10.746,3.058,1.106,10.266,18.320,15.377,0.991,1.952,11.260,4.940,-5.174,0
2001,2,22.418,18.507,17.612,9.669,9.585,1.558,-0.082,9.213,18.589,16.053,0.896,1.640,11.350,5.030,-5.912,0
2001,3,23.156,18.520,17.769,9.954,9.844,1.919,0.515,9.518,18.005,15.850,0.751,1.404,11.260,4.940,-4.088,0
2001,4,21.801,18.136,17.405,9.567,9.482,1.558,-0.079,9.029,18.215,15.846,0.732,1.637,11.280,4.960,-4.514,0
2001,5,21.637,18.087,17.352,9.629,9.552,1.752,-0.167,8.960,18.255,15.600,0.735,1.919,11.290,4.960,-3.953,0
2001,6,21.030,18.048,17.077,9.344,9.288,1.499,-0.335,8.857,18.383,15.577,0.971,1.834,11.280,4.970,-4.790,0
2001,7,21.801,17.992,16.982,9.396,9.345,1.709,-0.144,8.924,18.136,15.272,1.010,1.854,11.320,5.020,-4.895,0
2001,8,23.166,18.232,17.382,9.770,9.718,2.054,0.387,9.309,17.844,15.328,0.850,1.667,11.340,5.040,-4.718,0
2001,9,22.592,18.570,17.910,10.220,10.131,2.352,1.079,9.824,17.490,15.558,0.659,1.273,11.320,5.010,-3.924,0
2001,10,23.832,18.540,17.854,10.062,10.002,2.149,0.883,9.711,17.657,15.705,0.686,1.266,11.330,5.030,-4.091,0
2001,11,22.644,18.707,17.933,10.348,10.287,2.641,0.860,9.783,17.848,15.292,0.774,1.781,11.310,4.990,-3.360,0
2001,12,22.051,18.812,17.828,10.210,10.192,2.556,0.423,9.618,18.389,15.272,0.984,2.133,11.290,5.000,-3.340,0
2002,1,22.100,18.894,17.923,10.203,10.126,2.329,0.190,9.542,18.704,15.594,0.971,2.139,11.280,4.940,-4.852,0
2002,2,21.647,18.353,17.582,10.020,9.959,2.336,0.640,9.496,17.713,15.246,0.771,1.696,11.320,4.990,-5.230,0
2002,3,22.244,17.917,17.385,9.154,9.063,0.741,-0.505,8.706,18.422,16.644,0.531,1.247,11.300,4.960,-5.499,0
2002,4,21.952,17.415,16.768,8.822,8.725,0.682,-0.843,8.286,18.258,16.086,0.646,1.526,11.310,4.990,-6.175,0
2002,5,21.759,17.411,16.660,8.993,8.945,1.230,-0.676,8.368,18.087,15.430,0.751,1.906,11.260,4.950,-4.800,0
2002,6,21.165,17.772,16.886,9.426,9.391,1.896,-0.105,8.834,17.877,14.990,0.886,2.001,11.280,4.990,-3.333,0
2002,7,20.276,17.766,16.834,9.446,9.396,1.959,0.154,8.960,17.612,14.875,0.932,1.804,11.270,4.970,-3.724,0
2002,8,21.283,17.815,16.965,9.544,9.477,1.988,0.413,9.114,17.402,14.977,0.850,1.575,11.280,4.960,-4.508,0
2002,9,22.444,18.107,17.510,9.862,9.718,1.926,0.607,9.357,17.500,15.584,0.597,1.319,11.300,4.980,-4.058,0
2002,10,23.271,18.133,17.654,10.082,10.016,2.379,0.807,9.470,17.326,15.276,0.479,1.572,11.320,4.990,-5.049,0
2002,11,25.495,19.314,18.533,10.837,10.760,2.986,1.109,10.212,18.205,15.548,0.781,1.877,11.320,4.980,-3.760,0
2002,12,23.350,19.423,18.389,10.758,10.728,3.068,0.879,10.151,18.543,15.322,1.033,2.188,11.330,5.000,-4.541,0
2003,1,23.077,19.301,18.264,10.659,10.635,3.005,0.728,10.015,18.573,15.259,1.037,2.277,11.350,5.010,-3.245,0
2003,2,21.339,18.232,17.411,9.856,9.775,2.139,0.243,9.237,17.989,15.272,0.820,1.896,11.280,4.960,-4.035,0
2003,3,22.687,18.005,17.470,9.662,9.582,1.693,0.174,9.090,17.831,15.778,0.535,1.519,11.340,5.020,-3.658,0
2003,4,23.448,17.992,17.356,9.619,9.537,1.719,0.180,9.086,17.812,15.636,0.636,1.539,11.230,4.910,-4.872,0
2003,5,22.270,17.851,16.995,9.439,9.388,1.781,-0.184,8.834,18.035,15.213,0.856,1.965,11.210,4.910,-5.896,0
2003,6,21.946,17.661,16.739,9.413,9.385,2.031,-0.200,8.730,17.861,14.708,0.922,2.231,11.210,4.900,-4.705,0
2003,7,20.981,17.844,16.873,9.469,9.426,1.978,-0.200,8.822,18.045,14.895,0.971,2.178,11.200,4.880,-4.239,0
2003,8,21.207,18.333,17.493,9.738,9.660,1.827,0.138,9.236,18.196,15.666,0.840,1.690,11.180,4.860,-3.274,0
2003,9,22.539,18.537,17.822,10.016,9.933,2.044,0.554,9.546,17.982,15.778,0.715,1.490,11.180,4.840,-3.622,0
2003,10,23.497,18.793,18.091,10.440,10.390,2.690,0.955,9.874,17.838,15.400,0.702,1.736,11.130,4.780,-4.941,0
2003,11,23.002,17.992,17.247,9.734,9.711,2.175,0.151,9.072,17.841,15.072,0.745,2.024,11.170,4.870,-5.479,0
2003,12,22.992,18.881,17.930,10.607,10.551,3.173,0.978,9.929,17.904,14.757,0.951,2.195,11.200,4.900,-4.409,0
2004,1,22.470,18.159,17.178,9.957,9.916,2.654,0.577,9.368,17.582,14.524,0.981,2.077,11.260,4.940,-5.039,0
2004,2,22.100,18.622,17.805,10.272,10.225,2.644,0.794,9.708,17.828,15.161,0.817,1.850,11.240,4.900,-2.569,0
2004,3,20.915,17.582,16.903,9.587,9.531,2.159,0.505,9.044,17.077,14.744,0.679,1.654,11.310,4.980,-3.356,0
2004,4,22.930,17.897,17.234,9.711,9.639,2.044,0.374,9.135,17.523,15.190,0.663,1.670,11.250,4.900,-3.379,0
2004,5,22.208,17.612,16.804,9.265,9.222,1.640,-0.213,8.699,17.825,15.164,0.807,1.854,11.230,4.920,-5.292,0
2004,6,21.900,17.802,16.814,9.354,9.323,1.831,-0.344,8.729,18.146,14.984,0.988,2.175,11.210,4.890,-4.970,0
2004,7,21.650,18.104,17.100,9.495,9.490,1.880,-0.348,8.878,18.451,15.220,1.004,2.228,11.230,4.910,-5.148,0
2004,8,21.302,18.123,17.257,9.436,9.349,1.440,-0.354,8.885,18.478,15.817,0.866,1.795,11.220,4.910,-5.253,0
2004,9,21.079,18.258,17.605,9.770,9.687,1.768,0.390,9.324,17.867,15.837,0.653,1.378,11.250,4.920,-2.838,0
2004,10,21.821,18.497,17.776,10.069,10.008,2.241,0.525,9.511,17.972,15.535,0.722,1.716,11.200,4.890,-3.599,0
2004,11,22.812,18.415,17.470,10.095,10.080,2.690,0.597,9.506,17.818,14.780,0.945,2.093,11.200,4.890,-3.947,0
2004,12,22.464,18.261,17.228,9.941,9.933,2.638,0.266,9.263,17.995,14.590,1.033,2.372,11.180,4.870,-4.567,0
2005,1,21.591,18.166,17.159,9.685,9.633,2.106,0.007,9.086,18.159,15.052,1.007,2.100,11.190,4.890,-6.053,0
